id,source,title,date,description,url,earliest_deadline,deadlines,funding_amounts,emails,phone_numbers,attachments,research_field,grant_type
12,ua,Bolsa de Iniciação à Investigação (BII) - EdtlB.5-DFis/2026(7869),03 março 2026,Candidaturas até 18 de março de 2026.,http://www.ua.pt/pt/noticias/3/95882/,2026-03-05,"[""2026-03-05"", ""2026-03-18""]","[""€651,12""]","[""fis.secretaria@ua.pt""]",[],[],Informática e IA,Outro
27,ua,"Recrutamento de investigador doutorado: áreas Bioquímica, Biotecnologia e Química",03 março 2026,"Encontra-se aberto concurso, de âmbito internacional, para recrutamento na modalidade de contrato de trabalho a termo resolutivo incerto celebrado ao abrigo do Código de Trabalho, de 1 (um) Investigador Doutorado de Nível Inicial para o exercício de atividades de investigação nas áreas científicas de Bioquímica, Biotecnologia e Química, no âmbito do projeto: MoodFood.",http://www.ua.pt/pt/noticias/3/95879/,2026-03-03,"[""2026-03-03"", ""2026-03-17""]",[],"[""sgrh-concursosdl57-2016@ua.pt""]",[],[],Engenharia e Tecnologia,Outro
29,ua,Recrutamento de investigador doutorado: área de Química - Projeto STABLEWINE,03 março 2026,"Encontra-se aberto concurso, de âmbito internacional, para recrutamento na modalidade de contrato de trabalho a termo resolutivo incerto celebrado ao abrigo do Código de Trabalho, de 1 (um) lugar de Investigador Doutorado de Nível Inicial para o exercício de atividades de investigação na área científica de Química, no âmbito do projeto STABLEWINE.",http://www.ua.pt/pt/noticias/3/95883/,2026-03-03,"[""2026-03-03"", ""2026-03-17""]",[],"[""sgrh-concursosdl57-2016@ua.pt""]",[],[],Informática e IA,Outro
39,ua,Recrutamento de investigador doutorado na área de Ciências do Mar - Projeto MarketTuna,03 março 2026,"Encontra-se aberto concurso, de âmbito internacional, para recrutamento na modalidade de contrato de trabalho a termo resolutivo incerto celebrado ao abrigo do Código de Trabalho, de 1 (um) lugar de Investigador Doutorado de Nível Inicial para o exercício de atividades de investigação na área científica de Ciências do Mar, no âmbito do projeto MarketTuna.",http://www.ua.pt/pt/noticias/3/95886/,2026-03-03,"[""2026-03-03"", ""2026-03-17""]",[],"[""sgrh-concursosdl57-2016@ua.pt""]",[],[],Informática e IA,Outro
2,ua,Recrutamento de Professor Catedrático na área disciplinar de Física,02 março 2026,A Universidade de Aveiro está a recrutar 1 (um) Professor Catedrático na área disciplinar de Física.,http://www.ua.pt/pt/noticias/3/95854/,2026-03-02,"[""2026-03-02"", ""2026-04-14""]",[],"[""sgrh-avct-recrutamento@ua.pt""]",[],[],Ciências Naturais,Outro
3,ua,Bolsa de investigação no âmbito do projeto SINT-3R: Engenharia de Materiais,02 março 2026,Encontra-se aberto concurso para a atribuição de 1 (uma) Bolsa(s) de Investigação (BI) no âmbito do projeto SINT3R - Componentes metálicos obtidos por Requalificação de Resíduos metálicos Reintroduzidos em processos de Sinterização energeticamente eficientes (COMPETE2030-FEDER- 02219100). Candidaturas até 13-03-2026,http://www.ua.pt/pt/noticias/3/95864/,2026-03-02,"[""2026-03-02"", ""2026-03-13""]",[],"[""filipe@ua.pt""]",[],[],Engenharia e Tecnologia,Bolsa de Investigação
15,ua,Recrutamento de Professor Auxiliar para a área de Engenharia Química,02 março 2026,"A Universidade de Aveiro está a recrutar 1 (um) Professor Auxiliar, para a área disciplinar de Engenharia Química, em regime de contrato de trabalho por tempo indeterminado, ao abrigo do Código do Trabalho.",http://www.ua.pt/pt/noticias/3/95856/,2026-03-02,"[""2026-03-02"", ""2026-04-14""]",[],"[""sgrh-avct-recrutamento@ua.pt""]",[],[],Engenharia e Tecnologia,Outro
20,ua,"Recrutamento de dois investigadores doutorados: áreas de Química, Eng. Química ou outras",02 março 2026,"Encontra-se aberto concurso, de âmbito internacional, para recrutamento na modalidade de contrato de trabalho a termo resolutivo incerto celebrado ao abrigo do Código de Trabalho, de 2 (dois) investigadores doutorados de Nível Inicial para o exercício de atividades de investigação científica nas áreas científicas de Química, Eng.ª Química, Bioquímica, e Ciência e Eng.ª dos Materiais, no âmbito do projeto POLINA.",http://www.ua.pt/pt/noticias/3/95848/,2026-03-02,"[""2026-03-02"", ""2026-03-16""]",[],"[""sgrh-concursosdl57-2016@ua.pt""]",[],[],Informática e IA,Outro
28,ua,Bolsa de Iniciação à Investigação na àrea da Psicologia,02 março 2026,"Encontra-se aberto até 16 de março, concurso para a atribuição de uma Bolsa de Iniciação Investigação (BII) no âmbito do projeto/unidade de I&D Exploração de Efeitos Específicos de Acção com Desfasamentos Espaciais Perceptivos: O ‘Efeito Pong’ modula o Momento Representational?, 2024.16483.PEX, na àrea Científica da Psicologia.",http://www.ua.pt/pt/noticias/3/95861/,,[],[],[],[],"[""https://uaonline.ua.pt/upload/med/joua_m_9692.pdf""]",Informática e IA,Outro
30,ua,Bolsa de Investigação para Estudantes de Mestrado,02 março 2026,"Encontra-se aberto até 16 de março, concurso para a atribuição de uma Bolsa de Investigação (BI) no âmbito do projeto/unidade de I&D Exploração de Efeitos Específicos de Acção com Desfasamentos Espaciais Perceptivos: O ‘Efeito Pong’ modula o Momento Representational?, 2024.16483.PEX, na área Científica em Psicologia.",http://www.ua.pt/pt/noticias/3/95862/,,[],[],[],[],"[""https://uaonline.ua.pt/upload/med/joua_m_9693.pdf""]",Informática e IA,Bolsa de Investigação
36,ua,Recrutamento de investigador doutorado na área de Biologia,02 março 2026,"Encontra-se aberto concurso, de âmbito internacional, para recrutamento na modalidade de contrato de trabalho a termo resolutivo incerto celebrado ao abrigo do Código de Trabalho, de 1 (um) Investigador Doutorado de Nível Inicial para o exercício de atividades de investigação na área científica de Biologia e subárea de Ecologia e Biodiversidade no âmbito do projeto de investigação “ProAqua+ Desenvolvimento de materiais multifuncionais para biofiltros em aquacultura"".",http://www.ua.pt/pt/noticias/3/95850/,2026-03-02,"[""2026-03-02"", ""2026-03-16""]",[],"[""sgrh-concursosdl57-2016@ua.pt""]",[],[],Informática e IA,Outro
42,ua,Recrutamento de Professor Auxiliar: área de Música,02 março 2026,"A Universidade de Aveiro está a recrutar 1 (um) Professor Auxiliar, para a área disciplinar de Música, na subárea de Ciências Musicais e área de especialização de Teoria e Análise Musical, em regime de contrato de trabalho por tempo indeterminado, ao abrigo do Código do Trabalho.",http://www.ua.pt/pt/noticias/3/95852/,2026-03-02,"[""2026-03-02"", ""2026-04-14""]",[],"[""sgrh-avct-recrutamento@ua.pt""]",[],[],Informática e IA,Outro
